Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
585,Fyodor Smolov,ru RUS,FW,ru Loko Moscow,29,1990,2.2,0,3,0,0.0,1.34,0.00,0.00,,19.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
586,Eduard Sobol,ua UKR,FW,be Club Brugge,24,1995,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
587,Carlos Soler,es ESP,MF,es Valencia,22,1997,4.4,1,6,2,33.3,1.38,0.46,0.17,0.50,13.7,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
588,Manor Solomon,il ISR,"MF,FW",ua Shakhtar,20,1999,1.5,2,3,2,66.7,1.96,1.30,0.67,1.00,10.7,0,0,0,1.1,1.1,0.37,+0.9,+0.9,Matches
589,Tomáš Souček,cz CZE,MF,cz Slavia Prague,24,1995,6.0,2,13,5,38.5,2.17,0.83,0.08,0.20,14.9,0,1,1,2.4,1.6,0.12,-0.4,-0.6,Matches
590,Adama Soumaoro,fr FRA,DF,fr Lille,27,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
591,Boubakary Soumaré,fr FRA,MF,fr Lille,20,1999,5.8,0,2,1,50.0,0.34,0.17,0.00,0.00,17.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
592,Marco Sportiello,it ITA,GK,it Atalanta,27,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
593,Nicolae Stanciu,ro ROU,MF,cz Slavia Prague,26,1993,5.1,0,21,8,38.1,4.14,1.58,0.00,0.00,26.2,7,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
594,Cican Stankovic,at AUT,GK,at RB Salzburg,26,1992,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
595,Taras Stepanenko,ua UKR,MF,ua Shakhtar,29,1989,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,13.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
596,Raheem Sterling,eng ENG,"FW,MF",eng Manchester City,24,1994,6.7,6,24,13,54.2,3.59,1.95,0.25,0.46,12.8,1,0,0,6.7,6.7,0.28,-0.7,-0.7,Matches
597,Petar Stojanović,si SVN,"DF,MF",hr Dinamo Zagreb,23,1995,5.6,0,1,0,0.0,0.18,0.00,0.00,,9.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
598,John Stones,eng ENG,DF,eng Manchester City,25,1994,0.6,0,1,0,0.0,1.80,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
599,Luis Suárez,uy URU,FW,es Barcelona,32,1987,6.3,5,21,12,57.1,3.33,1.90,0.19,0.33,16.7,1,1,1,4.2,3.4,0.16,+0.8,+0.6,Matches
600,Niklas Süle,de GER,DF,de Bayern Munich,23,1995,3.7,0,1,1,100.0,0.27,0.27,0.00,0.00,26.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
601,Aleksei Sutormin,ru RUS,MF,ru Zenit,25,1994,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
602,Wojciech Szczęsny,pl POL,GK,it Juventus,29,1990,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
603,Dominik Szoboszlai,hu HUN,MF,at RB Salzburg,18,2000,4.3,1,12,2,16.7,2.78,0.46,0.08,0.50,22.9,1,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
604,Adel Taarabt,ma MAR,MF,pt Benfica,30,1989,4.0,0,8,1,12.5,2.00,0.25,0.00,0.00,23.9,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
605,Dušan Tadić,rs SRB,FW,nl Ajax,30,1988,6.0,0,6,1,16.7,1.00,0.17,0.00,0.00,14.8,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matches
606,Nicolás Tagliafico,ar ARG,DF,nl Ajax,26,1992,6.0,1,3,2,66.7,0.50,0.33,0.33,0.50,15.2,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
607,Jonathan Tah,de GER,DF,de Leverkusen,23,1996,5.0,0,1,0,0.0,0.20,0.00,0.00,,10.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
608,Taison,br BRA,"MF,FW",ua Shakhtar,31,1988,5.0,0,9,2,22.2,1.80,0.40,0.00,0.00,23.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
609,Laco Takács,cz CZE,DF,cz Slavia Prague,23,1996,1.0,0,1,0,0.0,1.01,0.00,0.00,,7.7,0,0,0,0.4,0.4,0.36,-0.4,-0.4,Matches
610,Adrien Tameze,cm CMR,MF,it Atalanta,25,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
611,Japhet Tanganga,eng ENG,DF,eng Tottenham,20,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
612,Percy Tau,za RSA,FW,be Club Brugge,25,1994,2.6,0,2,2,100.0,0.76,0.76,0.00,0.00,7.5,0,0,0,0.7,0.7,0.37,-0.7,-0.7,Matches
613,David Tavares,cv CPV,MF,pt Benfica,20,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
614,Tomás Tavares,pt POR,DF,pt Benfica,18,2001,5.0,0,1,0,0.0,0.20,0.00,0.00,,16.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
615,Stanislav Tecl,cz CZE,FW,cz Slavia Prague,28,1990,1.5,0,2,0,0.0,1.31,0.00,0.00,,12.6,0,0,0,0.5,0.5,0.23,-0.5,-0.5,Matches
616,Marc-André ter Stegen,de GER,GK,es Barcelona,27,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
617,Martin Terrier,fr FRA,"FW,MF",fr Lyon,22,1997,2.7,1,3,1,33.3,1.13,0.37,0.33,1.00,12.8,0,0,0,0.5,0.5,0.16,+0.5,+0.5,Matches
618,Tetê,br BRA,MF,ua Shakhtar,19,2000,1.7,1,4,0,0.0,2.32,0.00,0.00,,20.6,0,1,1,1.2,0.4,0.09,-0.2,-0.4,Matches
619,Kenny Tete,nl NED,"DF,MF",fr Lyon,23,1995,1.6,0,1,0,0.0,0.62,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
620,Kévin Théophile-Catherine,fr FRA,DF,hr Dinamo Zagreb,29,1989,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
621,Jean-Clair Todibo,fr FRA,DF,es Barcelona,19,1999,1.0,0,1,0,0.0,1.00,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
622,Karl Toko Ekambi,cm CMR,FW,fr Lyon,26,1992,3.1,0,8,1,12.5,2.54,0.32,0.00,0.00,14.5,0,0,0,1.2,1.2,0.16,-1.2,-1.2,Matches
623,Corentin Tolisso,fr FRA,MF,de Bayern Munich,24,1994,3.8,3,14,6,42.9,3.64,1.56,0.21,0.50,20.0,0,0,0,1.8,1.8,0.13,+1.2,+1.2,Matches
624,Rafael Tolói,it ITA,DF,it Atalanta,28,1990,7.0,0,4,1,25.0,0.57,0.14,0.00,0.00,9.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
625,Tomané,pt POR,FW,rs Red Star,26,1992,2.3,0,2,1,50.0,0.87,0.43,0.00,0.00,19.8,0,0,1,0.9,0.1,0.03,-0.9,-0.1,Matches
626,Raúl de Tomás,es ESP,"FW,MF",pt Benfica,24,1994,1.4,1,10,5,50.0,7.38,3.69,0.10,0.20,22.1,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
627,Fikayo Tomori,eng ENG,DF,eng Chelsea,21,1997,4.0,0,4,0,0.0,1.00,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
628,Vasilis Torosidis,gr GRE,DF,gr Olympiacos,34,1985,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
629,Ferrán Torres,es ESP,MF,es Valencia,19,2000,5.3,2,10,6,60.0,1.88,1.13,0.20,0.33,14.9,1,0,0,1.4,1.4,0.14,+0.6,+0.6,Matches
630,Lucas Tousart,fr FRA,MF,fr Lyon,22,1997,6.7,1,10,2,20.0,1.49,0.30,0.10,0.50,22.6,0,0,0,1.0,1.0,0.10,0.0,0.0,Matches
631,Bertrand Traoré,bf BFA,"FW,MF",fr Lyon,23,1995,2.6,1,9,5,55.6,3.51,1.95,0.11,0.20,19.5,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
632,Ibrahim Traoré,ci CIV,"MF,FW",cz Slavia Prague,30,1988,1.9,0,1,0,0.0,0.54,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
633,Kieran Trippier,eng ENG,DF,es Atlético Madrid,28,1990,6.0,0,1,0,0.0,0.17,0.00,0.00,,38.2,0,0,1,0.8,0.0,0.03,-0.8,0.0,Matches
634,Kostas Tsimikas,gr GRE,DF,gr Olympiacos,23,1996,6.0,0,2,0,0.0,0.33,0.00,0.00,,26.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
635,Andreas Ulmer,at AUT,DF,at RB Salzburg,33,1985,6.0,1,5,1,20.0,0.83,0.17,0.20,1.00,22.9,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
636,Samuel Umtiti,fr FRA,DF,es Barcelona,25,1993,3.0,0,1,0,0.0,0.33,0.00,0.00,,2.7,0,0,0,0.8,0.8,0.81,-0.8,-0.8,Matches
637,Dayot Upamecano,fr FRA,DF,de RB Leipzig,20,1998,7.3,0,8,3,37.5,1.09,0.41,0.00,0.00,16.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
638,Jere Uronen,fi FIN,DF,be Genk,25,1994,3.0,0,4,2,50.0,1.33,0.67,0.00,0.00,23.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
639,Mathieu Valbuena,fr FRA,MF,gr Olympiacos,34,1984,1.2,1,1,0,0.0,0.86,0.00,0.00,,41.1,0,1,1,0.8,0.0,0.03,+0.2,0.0,Matches
640,Borja Valero,es ESP,MF,it Inter,34,1985,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,18.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
641,Albert Vallci,at AUT,DF,at RB Salzburg,24,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
642,Manu Vallejo,es ESP,"FW,MF",es Valencia,22,1997,0.8,0,2,0,0.0,2.43,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
643,Federico Valverde,uy URU,MF,es Real Madrid,21,1998,3.9,0,3,1,33.3,0.78,0.26,0.00,0.00,23.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
644,Virgil van Dijk,nl NED,DF,eng Liverpool,28,1991,8.3,0,9,1,11.1,1.08,0.12,0.00,0.00,20.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
645,Hans Vanaken,be BEL,MF,be Club Brugge,26,1992,6.0,1,5,3,60.0,0.83,0.50,0.20,0.33,17.9,2,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
646,Maarten Vandevoordt,be BEL,GK,be Genk,17,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
647,Raphaël Varane,fr FRA,DF,es Real Madrid,26,1993,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,11.8,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
648,Lucas Vázquez,es ESP,"FW,MF",es Real Madrid,28,1991,1.1,0,4,0,0.0,3.53,0.00,0.00,,21.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
649,Matías Vecino,uy URU,MF,it Inter,27,1991,2.6,1,5,3,60.0,1.91,1.14,0.20,0.33,22.7,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
650,Joël Veltman,nl NED,DF,nl Ajax,27,1992,4.7,0,1,0,0.0,0.21,0.00,0.00,,30.5,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
651,Marco Verratti,it ITA,MF,fr Paris S-G,26,1992,6.5,0,1,1,100.0,0.15,0.15,0.00,0.00,30.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
652,Jan Vertonghen,be BEL,DF,eng Tottenham,32,1987,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
653,Arturo Vidal,cl CHI,"MF,FW",es Barcelona,32,1987,4.7,0,2,0,0.0,0.43,0.00,0.00,,21.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
654,Carlos Vinícius,br BRA,FW,pt Benfica,24,1995,3.6,1,5,2,40.0,1.40,0.56,0.20,0.50,14.0,0,0,0,1.0,1.0,0.20,0.0,0.0,Matches
655,Vitolo,es ESP,"FW,MF",es Atlético Madrid,29,1989,1.3,0,4,2,50.0,3.03,1.51,0.00,0.00,13.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
656,Odisseas Vlachodimos,gr GRE,GK,pt Benfica,25,1994,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
657,Thibault Vlietinck,be BEL,FW,be Club Brugge,21,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
658,Kevin Volland,de GER,FW,de Leverkusen,27,1992,5.1,1,11,3,27.3,2.16,0.59,0.09,0.33,15.4,1,0,0,1.3,1.3,0.12,-0.3,-0.3,Matches
659,Ruud Vormer,nl NED,MF,be Club Brugge,31,1988,2.9,0,1,0,0.0,0.34,0.00,0.00,,27.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
660,Stefan de Vrij,nl NED,DF,it Inter,27,1992,6.0,0,1,0,0.0,0.17,0.00,0.00,,9.3,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
661,Šime Vrsaljko,hr CRO,DF,es Atlético Madrid,27,1992,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
662,Aleksa Vukanović,rs SRB,"MF,FW",rs Red Star,27,1992,1.9,0,2,0,0.0,1.05,0.00,0.00,,17.7,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
663,Miloš Vulić,rs SRB,MF,rs Red Star,22,1996,2.1,1,5,2,40.0,2.43,0.97,0.20,0.50,24.2,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
664,Moussa Wagué,sn SEN,FW,es Barcelona,20,1998,1.0,0,2,0,0.0,1.98,0.00,0.00,,25.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
665,Kyle Walker,eng ENG,DF,eng Manchester City,29,1990,4.9,0,4,2,50.0,0.81,0.41,0.00,0.00,23.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
666,Kyle Walker-Peters,eng ENG,DF,eng Tottenham,22,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
667,Victor Wanyama,ke KEN,MF,eng Tottenham,28,1991,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
668,Daniel Wass,dk DEN,"DF,MF",es Valencia,30,1989,8.0,1,6,2,33.3,0.75,0.25,0.17,0.50,29.2,1,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
669,Julian Weigl,de GER,"MF,DF",de Dortmund,23,1995,3.8,0,1,1,100.0,0.26,0.26,0.00,0.00,27.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
670,Mitchell Weiser,de GER,DF,de Leverkusen,25,1994,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,23.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
671,Wendell,br BRA,DF,de Leverkusen,26,1993,3.9,0,4,0,0.0,1.03,0.00,0.00,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
672,Timo Werner,de GER,"FW,MF",de RB Leipzig,23,1996,6.4,4,27,9,33.3,4.20,1.40,0.07,0.22,16.2,0,2,2,4.8,3.2,0.12,-0.8,-1.2,Matches
673,Georginio Wijnaldum,nl NED,MF,eng Liverpool,28,1990,6.1,2,9,4,44.4,1.47,0.65,0.22,0.50,15.6,0,0,0,1.0,1.0,0.11,+1.0,+1.0,Matches
674,Willian,br BRA,"FW,MF",eng Chelsea,30,1988,5.9,1,10,4,40.0,1.70,0.68,0.10,0.25,18.6,1,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
675,Harry Winks,eng ENG,MF,eng Tottenham,23,1996,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
676,Axel Witsel,be BEL,MF,de Dortmund,30,1989,6.8,0,5,0,0.0,0.74,0.00,0.00,,23.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
677,Maximilian Wöber,at AUT,DF,at RB Salzburg,21,1998,6.0,0,5,0,0.0,0.83,0.00,0.00,,19.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
678,Xeka,pt POR,MF,fr Lille,24,1994,1.3,0,1,0,0.0,0.75,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
679,Erencan Yardimci,tr TUR,MF,tr Galatasaray,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
680,Yusuf Yazıcı,tr TUR,"FW,MF",fr Lille,22,1997,4.1,0,17,5,29.4,4.12,1.21,0.00,0.00,20.8,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
681,Amin Younes,de GER,FW,it Napoli,25,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
682,Abdulla Yusuf Helal,bh BHR,FW,cz Slavia Prague,26,1993,0.4,0,2,1,50.0,4.74,2.37,0.00,0.00,9.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
683,Dan-Axel Zagadou,fr FRA,DF,de Dortmund,20,1999,3.2,0,2,0,0.0,0.63,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
684,Duván Zapata,co COL,FW,it Atalanta,28,1991,3.6,1,9,4,44.4,2.51,1.11,0.11,0.25,12.2,0,0,0,2.3,2.3,0.25,-1.3,-1.3,Matches
685,Jaroslav Zelený,cz CZE,"MF,FW",cz Slavia Prague,26,1992,1.2,0,2,2,100.0,1.61,1.61,0.00,0.00,12.1,0,0,0,0.5,0.5,0.26,-0.5,-0.5,Matches
686,Rifat Zhemaletdinov,ru RUS,"MF,FW",ru Loko Moscow,22,1996,4.0,0,5,0,0.0,1.26,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
687,Yuri Zhirkov,ru RUS,"DF,MF",ru Zenit,35,1983,0.8,0,2,0,0.0,2.47,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
688,Piotr Zieliński,pl POL,MF,it Napoli,25,1994,5.8,0,3,0,0.0,0.52,0.00,0.00,,24.9,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
689,Oleksandr Zinchenko,ua UKR,"DF,MF",eng Manchester City,22,1996,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
690,Joshua Zirkzee,nl NED,FW,de Bayern Munich,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
691,Hakim Ziyech,ma MAR,"FW,MF",nl Ajax,26,1993,5.5,2,19,4,21.1,3.45,0.73,0.11,0.50,22.1,1,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
692,Kurt Zouma,fr FRA,DF,eng Chelsea,24,1994,6.8,0,3,0,0.0,0.44,0.00,0.00,,15.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
693,Marko Đira,hr CRO,"MF,FW",hr Dinamo Zagreb,20,1999,0.7,0,1,0,0.0,1.45,0.00,0.00,,24.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
